customer_id,meter_id,account_number,tariff_category,rate_plan_id,division,connection_date,contract_status,sanctioned_load_kw,security_deposit,avg_monthly_units,phone,email,meter_type,utility_type,scd_effective_start,scd_effective_end,scd_current_flag,record_version,created_at,last_updated
CUST004250,MTR004250,ACC68491109,Residential,RP006,East,2016-01-30,Active,1.77,39544.79,232.52,,customer4250@yahoo.com,Prepaid,Gas,2022-02-20,2023-05-20T00:00:00Z,0,4,2016-01-30 01:34:36,2024-11-29 21:55:12
CUST002897,MTR002897,ACC47700375,Street Lighting,RP005,West,2019-06-07,Active,190.6,46572.02,57.11,+919379469410,customer2897@gmail.com,Smart Meter,Water,2024-04-29,9999-12-31,1,3,2019-06-07 20:35:01,2023-07-09 05:11:34
CUST001969,MTR001969,ACC42779130,Residential,RP003,South,2011-08-09,Active,117.88,27197.66,168.91,+918048116038,customer1969@yahoo.com,Conventional,Electricity,2023-10-16T00:00:00Z,2024-05-19,0,3,2011-08-09 00:29:09,2023-01-23 10:33:05
CUST004702,MTR004702,ACC28199511,Residential,RP004,Central,2011-03-12,Active,222.59,6732.07,105.25,+918071963746,customer4702@gmail.com,Smart Meter,Electricity,-,15/03/2023,0,2,2011-03-12 03:11:34,2023-09-05 14:28:52
CUST000665,MTR000665,ACC79043296,Residential,RP002,South,2018-10-04,Active,-,29522.33,303.43,+919881225131,,Conventional,Electricity,2022-04-27,2023-03-20,0,4,2018-10-04 04:28:24,2024-02-17 11:04:05
CUST003322,MTR003322,ACC20386308,Residential,RP006,North,2010-05-18,Suspended,274.07,45130.55,221.15,+917704604224,customer3322@yahoo.com,Smart Meter,Electricity,2024-08-28T00:00:00Z,9999-12-31,1,3,2010-05-18 11:20:46,2022-12-21 23:27:08
CUST002502,MTR002502,ACC37720476,Residential,RP003,East,2020-12-03,Active,382.13,44160.12,395.65,+917485113734,customer2502@yahoo.com,AMI,Electricity,2023-11-29,9999-12-31,1,2,2020-12-03 01:11:14,2023-09-08 17:59:18
CUST003326,MTR003326,ACC88262527,Street Lighting,RP006,West,2021-01-01,Active,117.19,3889.68,124.13,+919163572245,customer3326@gmail.com,AMI,Gas,2022-11-02,2023-09-07,0,1,2021-01-01 21:40:55,2023-12-06 15:52:03
CUST002608,MTR002608,ACC35700796,Agricultural,RP002,North,2013-07-19,ACTIVE,187.7,1851.2,959.79,+918758137927,customer2608@gmail.com,Smart Meter,Electricity,2022-08-09,2022-12-28,0,2,2013-07-19 14:40:22,2023-09-05 06:16:14
CUST000443,MTR000443,ACC20739160,Street Lighting,RP005,Central,2021-02-22,Active,21.78,48899.27,102.0,+917183026985,customer443@gmail.com,AMR,Gas,2022-05-17,2023-05-11,0,1,2021-02-22 02:33:47,2022-12-11 10:19:20
CUST001500,MTR001500,ACC62938418,Residential,RP005,Central,2012-05-30,Active,210.73,4110.55,102.51,+919264027607,customer1500@yahoo.com,UNKNOWN,Gas,2024-05-05,2024-09-11,0,1,2012-05-30 08:27:56,2024-06-18 05:58:38
CUST003348,MTR003348,ACC73057365,Residential,RP003,West,2014-11-29,Active,444.82,0,261.82,+918736103443,-,Smart Meter,Electricity,2023-07-13,2024-01-26,0,1,,2024-06-11 08:39:36
CUST003477,MTR003477,ACC88037752,Agricultural,RP001,East,,Active,420.37,34853.55,1087.25,+917929610828,customer3477@yahoo.com,Conventional,Electricity,2023-04-05,2024-11-10,0,3,2010-02-15 18:17:12,2024-03-04 11:50:04
CUST004285,MTR004285,ACC18168356,Agricultural,RP004,West,2013-05-27,Active,33.94,18396.36,1202.46,+918089457531,customer4285@yahoo.com,Prepaid,Electricity,2022-09-08,2023-12-17,0,1,2013-05-27 16:43:08,
CUST000386,MTR000386,ACC65110825,Residential,RP005,East,2014-12-12,Active,448.78,27814.66,228.15,+917993703617,customer386@yahoo.com,Conventional,Water,2022-06-11,2023-07-14,0,2,,
CUST002327,MTR002327,ACC13059621,Residential,RP003,West,2010-11-02,UNKNOWN,438.1,18329.64,281.73,+919710080240,customer2327@yahoo.com,Smart Meter,Water,2022-05-03,2023-12-10,0,1,2010-11-02 11:08:20,2022-12-25 01:02:02
CUST003576,MTR003576,ACC53247836,Industrial,RP006,West,2016-07-01,,327.43,8209.89,31368.54,+919794786045,customer3576@gmail.com,Smart Meter,Electricity,2022-02-03,2022-10-02,0,3,2016-07-01 15:42:39,2022-03-11 12:58:30
CUST000850,MTR000850,ACC39338106,Residential,RP006,East,2018-03-27,Disconnected,66.76,-,,+919395948448,customer850@yahoo.com,Smart Meter,ELECTRICITY,2023-01-09,2023-11-04,0,3,2018-03-27 21:57:24,2022-03-29 15:41:04
CUST003153,MTR003153,ACC22147005,Residential,,East,2020-11-11,Active,46.32,35079.66,331.9,+919742397612,-,AMI,Gas,2022-01-19,2023-08-03,0,2,,
CUST002723,MTR002723,ACC61388254,Residential,RP004,South,2019-04-28,Suspended,34.87,27329.29,324.75,+919055589812,customer2723@gmail.com,Conventional,Electricity,2024-05-31,9999-12-31,1,2,,2024-02-20 14:03:27
CUST002472,MTR002472,ACC73602488,Residential,RP004,North,2016-04-30,Active,307.11,46326.35,203.54,+919786569202,customer2472@gmail.com,Smart Meter,Electricity,2023-09-21,2024-05-10,0,2,,2022-09-13 08:03:04
CUST001136,MTR001136,ACC67326305,Commercial,RP006,East,2020-04-30,Suspended,373.48,778.83,2842.16,+919662443282,customer1136@yahoo.com,Prepaid,Water,2024-04-18,2024-10-03,0,4,2020-04-30 12:15:50,2024-01-25 11:16:51
CUST002436,MTR002436,ACC36941500,Residential,RP003,North,2013-07-09,Active,462.03,7429.16,131.93,+918075522249,customer2436@gmail.com,Conventional,Water,13-05-2024,9999-12-31,1,2,2013-07-09 00:51:23,2022-10-23 11:42:13
CUST002903,MTR002903,ACC49992854,Residential,RP002,West,2021-02-19,disconnected,455.76,21006.91,191.17,+917711573130,customer2903@gmail.com,AMI,Water,2024-04-10,9999-12-31,1,2,2021-02-19 18:54:54,2023-10-01 08:26:40
CUST000140,MTR000140,ACC75596317,Commercial,RP003,South,2010-07-30,Active,65.93,33808.75,1694.94,+917798468739,customer140@gmail.com,Prepaid,Water,2024-08-23,9999-12-31,1,3,,2023-04-29 14:32:25
CUST003335,,ACC51984121,Residential,RP004,East,2015-04-21,Active,158.8,,252.56,+919949922873,customer3335@gmail.com,AMI,Water,2024-08-21,2024-12-20,0,2,2015-04-21 22:18:04,2023-10-02 13:18:39
CUST001305,MTR001305,ACC18198921,Residential,,North,2011-06-01,Active,55.45,44052.92,350.54,+917308713657,customer1305@gmail.com,Smart Meter,Electricity,2024-09-23,9999-12-31,1,4,2011-06-01 21:30:54,2023-09-06 15:32:46
CUST004594,MTR004594,ACC20831190,Commercial,RP005,Central,2013-04-18,Active,199.81,25738.15,989.12,+917176816026,customer4594@gmail.com,Smart Meter,Water,2024-01-11,2024-10-22,0,3,2013-04-18 02:52:07,2023-04-07 11:11:14
CUST001759,MTR001759,ACC19720456,Residential,RP003,East,2014-10-16,Active,464.87,32778.61,325.53,+919915441666,customer1759@yahoo.com,Smart Meter,Gas,2024-08-24,9999-12-31,1,4,2014-10-16 20:05:07,2022-09-30 10:22:24
CUST000676,MTR000676,ACC40086750,Residential,0,Central,2010-11-05,Active,109.24,36021.62,376.0,+919669263864,customer676@gmail.com,Prepaid,Electricity,2023-12-10,9999-12-31,1,1,,2023-09-19 08:38:33
CUST003415,MTR003415,ACC97398774,Industrial,RP006,Central,2013-04-28,Active,492.67,21888.35,15176.86,,customer3415@gmail.com,Smart Meter,Gas,2023-12-31,2024-06-20,0,4,2013-04-28 06:00:47,
CUST004271,MTR004271,ACC17179066,Residential,RP005,West,2012-02-10,Active,302.07,36894.54,111.58,+918919808287,customer4271@yahoo.com,Smart Meter,Electricity,2024-07-02,9999-12-31,1,3,2012-02-10 01:21:24,2022-11-04 21:36:46
CUST000248,MTR000248,ACC46006911,Industrial,RP002,0,2020-02-01,Active,106.77,40994.73,9353.88,+918387267233,customer248@yahoo.com,Conventional,Electricity,1674000000,2024-03-30,0,3,2020-02-01 06:42:35,2024-11-22 04:33:08
CUST003128,MTR003128,ACC55771194,Residential,RP003,Central,,,451.35,19555.09,335.31,+919941597794,customer3128@gmail.com,AMR,Gas,2023-06-24,,0,1,2020-06-20 00:23:31,2023-03-31 09:41:50
CUST001446,MTR001446,ACC31937347,Residential,RP002,South,2011-10-23,Active,293.94,38382.83,345.89,,customer1446@yahoo.com,Smart Meter,Electricity,2024-07-24,9999-12-31,1,1,2011-10-23 07:01:27,2024-04-17 17:41:10
CUST004808,MTR004808,ACC23348544,Residential,RP003,Central,2017-11-10,Active,,1126.91,187.37,+918241516388,customer4808@gmail.com,Conventional,Electricity,2024-08-23,9999/12/31,1,3,2017-11-10 23:43:43,2023-02-07 21:46:33
CUST001687,MTR001687,ACC37586114,Residential,RP002,South,2015-07-26,Active,240.48,43279.83,356.47,+917183818866,customer1687@yahoo.com,Prepaid,Electricity,2022-03-23,2023-03-16,0,2,2015-07-26 11:23:03,2022-09-08 09:55:17
CUST003925,MTR003925,ACC73684940,Agricultural,RP006,Central,2016-05-16,Active,70.37,37520.87,,+918673285682,,AMR,,2022-08-05,2023-08-10,0,4,2016-05-16 18:46:36,2022-04-24 13:03:40
CUST001805,MTR001805,ACC50255855,Agricultural,RP004,West,2018-10-28,Active,63.47,12588.87,1396.21,UNKNOWN,customer1805@yahoo.com,Smart Meter,Electricity,2022-01-01,2022-07-09,0,2,2018-10-28 18:34:07,2024-10-10 01:19:09
CUST002494,MTR002494,ACC91447105,Agricultural,RP002,South,2020-04-13,ACTIVE,-,16952.81,266.47,+918055567872,customer2494@gmail.com,Smart Meter,Electricity,2024-03-09,31-12-9999,1,1,2020-04-13 00:11:36,2024-02-28 01:08:47
CUST000835,MTR000835,ACC68909304,Residential,RP006,East,2014-10-23,Active,117.22,12082.98,226.82,+917494405367,customer835@gmail.com,,Gas,2022-01-05,2022-12-07,0,4,2014-10-23 18:07:11,2024-02-19 23:51:24
CUST001003,MTR001003,ACC55715790,Residential,RP001,East,2020-05-17,Active,19.49,33477.89,232.65,+917201161771,customer1003@gmail.com,Prepaid,Gas,2022-04-21,2022-10-09,0,1,2020-05-17 05:09:01,2024-01-31 01:48:12
CUST003763,MTR003763,ACC68212920,Residential,RP006,South,2019-05-04,Suspended,246.05,48081.08,198.35,+919924143943,customer3763@gmail.com,AMR,Electricity,2024-07-15,9999-12-31,1,3,2019-05-04 06:44:46,2022-11-04 01:44:36
CUST004539,MTR004539,ACC57103250,Residential,RP006,East,,Pending,381.81,4744.55,374.48,+919174353431,customer4539@gmail.com,Smart Meter,Electricity,2023-06-22,2024-11-06,0,2,2013-01-14 09:04:05,2023-02-07 08:28:16
CUST003019,,ACC36219584,Residential,RP001,Central,2017-06-21,Active,259.39,8613.49,358.91,+918050525031,customer3019@gmail.com,AMR,ELECTRICITY,2022-03-07,2023-07-09,0,2,2017-06-21 06:50:43,2022-10-17 21:37:18
CUST004421,MTR004421,ACC54095159,Residential,RP004,UNKNOWN,2017-06-12,Active,132.44,-,280.9,+917172877203,customer4421@gmail.com,AMR,Electricity,2024-07-16,9999-12-31,1,3,2017-06-12 23:03:17,2022-04-23 11:37:52
CUST001570,MTR001570,ACC52177684,Residential,RP003,West,2011-01-09,Active,440.63,12466.27,113.99,+917180397097,customer1570@gmail.com,Smart Meter,Electricity,02/09/2023,2024-06-05,0,1,2011-01-09 00:34:59,2023-11-29 21:23:37
CUST002280,MTR002280,ACC70443997,Agricultural,RP004,South,2014-03-18,Active,496.83,28677.75,1929.77,+918570945001,customer2280@gmail.com,AMI,Electricity,2023-03-12,2023-08-30,0,2,2014-03-18 05:48:41,2024-11-07 06:53:33
CUST003235,MTR003235,ACC63913113,Street Lighting,RP006,Central,,Pending,21.97,49724.71,128.88,+918446106873,customer3235@gmail.com,Smart Meter,Electricity,2024-05-17,9999-12-31,1,4,2017-07-10 22:44:00,
CUST004977,MTR004977,ACC40284621,Commercial,,South,2017-10-08,Active,185.66,18966.15,3544.75,+917066270716,customer4977@yahoo.com,Smart Meter,Electricity,2024-10-07,,1,2,2017-10-08 18:15:58,2023-06-13 23:46:02
CUST004749,MTR004749,ACC34862475,Residential,RP002,South,2020-03-21,Active,474.31,45081.18,100.26,,customer4749@gmail.com,Conventional,Electricity,2024-07-22,9999-12-31,1,1,2020-03-21 22:31:31,2022-09-02 07:42:08
CUST000719,MTR000719,ACC28201823,Agricultural,RP006,West,2011-07-18,Active,244.43,4773.72,,+917648206921,customer719@gmail.com,AMR,Electricity,2023-03-24,2024-03-24,0,1,2011-07-18 13:35:51,2022-03-13 17:59:06
CUST001401,MTR001401,ACC54537666,Residential,RP002,West,2011-10-06,Active,470.3,37060.85,222.29,+918952240726,customer1401@gmail.com,Smart Meter,Electricity,2022-02-01,2022-08-23,0,1,2011-10-06 02:13:01,2022-11-27 16:00:56
CUST002162,MTR002162,ACC90751715,Residential,RP003,West,2010-01-19,Active,162.18,38770.67,145.28,+919878781580,customer2162@gmail.com,Conventional,Electricity,2024-08-19,9999-12-31,1,4,2010-01-19 09:27:21,2022-04-07 16:14:24
CUST003231,MTR003231,ACC14757654,Commercial,RP001,West,2012-04-13,Active,37.08,25891.36,2042.22,+917760146162,customer3231@yahoo.com,Conventional,Electricity,2024-07-06,2024-12-30,0,3,2012-04-13 14:14:12,2024-11-05 15:20:21
CUST002705,MTR002705,ACC55489938,Commercial,RP005,,2015-04-01,Disconnected,16.1,32851.7,1084.49,+917131710516,customer2705@gmail.com,Smart Meter,Gas,2022-05-25,2023-12-11,0,2,2015-04-01 04:50:22,2022-07-05 07:00:24
CUST000260,MTR000260,ACC44456215,Residential,RP003,East,2013-03-25,Active,271.39,32196.65,202.59,+918205220492,customer260@gmail.com,,Water,2023-10-10,2024-08-23,0,2,2013-03-25 01:48:04,
CUST002191,MTR002191,ACC35990504,Industrial,RP002,West,2014-02-14,Active,268.2,49872.31,25762.3,+919088013708,customer2191@gmail.com,Conventional,Electricity,0,2024-10-04,0,4,,2023-10-24 10:04:23
CUST001801,MTR001801,ACC72608905,Street Lighting,RP002,north,2013-05-19,Active,417.81,,60.14,+919802345121,customer1801@yahoo.com,AMI,Water,09-04-2023,2024-05-15,0,2,2013-05-19 09:12:45,2024-10-07 02:45:14
CUST000778,MTR000778,ACC68387360,Industrial,RP002,East,2020-04-03,Active,496.83,35920.8,37109.5,+917986063995,customer778@gmail.com,Smart Meter,Electricity,2023-02-25,2023-08-28,0,3,2020-04-03 22:50:22,
CUST000512,MTR000512,ACC51598803,Industrial,RP003,North,2013-08-30,Active,269.52,48868.85,15548.48,+918568597036,customer512@yahoo.com,AMR,Electricity,2022-04-03,,0,2,2013-08-30 22:43:52,2022-12-11 08:19:23
CUST000803,MTR000803,ACC87395091,Commercial,RP002,South,2019-01-21,Active,454.28,641.03,1248.06,+919200276421,customer803@yahoo.com,Conventional,Gas,2024-04-26,9999-12-31,1,1,2019-01-21 22:10:37,2022-07-16 14:05:09
CUST000250,MTR000250,ACC82395924,Commercial,RP002,Central,2018-07-19,Active,0,772.31,4939.64,+918271212343,customer250@yahoo.com,AMI,Electricity,2023-03-17,2023-11-10,0,3,2018-07-19 03:06:46,2023-10-16 10:31:42
CUST002285,MTR002285,ACC23478590,Residential,RP002,North,2012-07-26,Suspended,282.61,10930.23,223.13,+919932848633,customer2285@yahoo.com,Smart Meter,Electricity,2022-11-09,2024-04-24,0,1,2012-07-26 19:14:04,2022-09-19 12:06:14
CUST003183,MTR003183,ACC75047128,Residential,,Central,2018-01-08,Active,92.5,4046.41,285.09,,-,Smart Meter,Electricity,2023-05-04,2024-03-28,0,4,2018-01-08 08:05:13,2022-01-24 19:04:55
CUST004048,MTR004048,ACC10368132,Residential,RP002,West,,Active,58.54,37111.63,326.72,+918704184519,customer4048@yahoo.com,Prepaid,Water,2023-02-21,2023-06-10,0,3,2016-01-02 21:45:36,2022-06-07 08:04:02
CUST001285,MTR001285,ACC17896505,Residential,RP002,Central,2014-05-19,ACTIVE,,11217.32,339.55,+918400689137,customer1285@gmail.com,Smart Meter,Gas,2024-03-28,2024-07-11,0,3,2014-05-19 18:07:08,2024-03-13 02:33:31
CUST002973,MTR002973,0,Residential,RP001,Central,,Suspended,317.51,42912.89,156.06,+919537459848,-,Conventional,Electricity,2023-06-04,2024-05-04,0,3,2013-03-16 07:59:02,2023-02-14 14:54:19
CUST004311,MTR004311,,,RP006,West,2010-11-12,Active,453.31,7664.8,124.5,+917654194647,customer4311@gmail.com,AMR,-,2024-05-12,2024-11-24,0,3,2010-11-12 18:42:22,2023-12-03 13:13:09
CUST001662,MTR001662,ACC26059223,Residential,RP005,East,2020-10-16,Pending,495.38,37462.94,317.46,+919099650512,customer1662@gmail.com,AMR,Gas,2024-07-13,9999-12-31,1,1,2020-10-16 00:51:55,2024-09-03 02:13:19
CUST001033,MTR001033,ACC69155293,Residential,RP002,West,2021-06-18,Active,175.26,,261.06,+917177903378,customer1033@gmail.com,Conventional,Electricity,2024-07-05,9999-12-31,1,4,2021-06-18 00:00:15,2023-05-28 05:00:38
CUST004969,MTR004969,ACC58317971,Commercial,RP001,East,2014-11-07,Active,419.52,1031.32,0,+917037484793,customer4969@yahoo.com,smart meter,Gas,2023-05-15,2024/10/10,0,3,2014-11-07 00:22:15,2023-06-23 08:12:06
CUST003383,MTR003383,ACC95773926,Residential,RP005,East,2021-08-27,Active,356.19,20167.41,317.24,+919486757459,customer3383@gmail.com,Smart Meter,Electricity,2023-11-16,31-12-9999,1,3,2021-08-27 23:29:35,
CUST002864,MTR002864,ACC14017558,Commercial,RP002,UNKNOWN,2012-03-29,Active,98.66,40123.78,3234.4,+917370309927,customer2864@gmail.com,Smart Meter,Electricity,25-06-2024,9999-12-31,1,2,2012-03-29 15:12:32,2023-07-19 23:47:18
CUST000120,MTR000120,ACC11325552,Industrial,RP004,South,,Active,283.32,9787.73,14573.96,+917556987475,customer120@gmail.com,Prepaid,Gas,2022-07-16,-,0,1,2010-02-07 02:27:21,2023-03-08 17:16:41
CUST004177,MTR004177,ACC12984836,Residential,RP003,West,,Suspended,,15082.47,314.75,+917136370986,customer4177@yahoo.com,Smart Meter,Electricity,2023-05-18,2024-05-14,0,4,2016-05-02 05:57:17,2024-06-22 10:39:28
CUST003132,MTR003132,ACC96946464,Residential,RP005,East,2016-11-26,Active,65.11,39055.19,386.31,+917243175111,customer3132@gmail.com,AMI,Electricity,2023-10-24,2024-12-19,0,3,,2022-05-06 03:13:19
CUST004277,MTR004277,ACC55810157,Residential,RP005,Central,2011-07-05,Active,55.71,43489.36,155.16,+918623946675,UNKNOWN,AMR,Electricity,2024-09-10,9999-12-31,1,2,2011-07-05 21:08:35,2022-01-21 02:27:54
CUST004402,MTR004402,ACC20878344,Residential,RP003,UNKNOWN,2013-07-29,Active,262.33,10605.38,250.32,,customer4402@yahoo.com,,Gas,2023-01-21,2023-11-02,0,3,2013-07-29 22:21:22,
CUST004983,MTR004983,ACC33478361,Street Lighting,RP003,South,2016-09-15,Active,27.35,27836.95,183.92,+919366650425,customer4983@gmail.com,AMR,Electricity,2023-03-24,2024-11-02,0,4,2016-09-15 00:02:49,2022-04-30 02:42:21
CUST001133,MTR001133,ACC66728381,Residential,RP005,Central,2011-11-28,Active,443.64,22693.7,377.14,+918252606218,customer1133@yahoo.com,Conventional,Water,2024-06-28,9999-12-31,1,4,2011-11-28 13:45:46,2022-07-11 10:52:59
CUST000727,MTR000727,ACC19564103,Residential,RP002,East,2018-05-16,Active,448.11,16275.38,312.07,+918532866402,customer727@yahoo.com,AMR,Electricity,2022-03-21,2022-11-30,0,4,,2024-12-08 14:09:25
CUST000274,MTR000274,ACC53889035,Agricultural,RP003,South,2019-04-29,Disconnected,269.06,7765.97,1696.49,+917254850987,,AMR,Electricity,26/02/2023,2023-06-16,0,3,2019-04-29 15:06:12,2024-03-16 10:54:42
CUST002357,MTR002357,ACC83496404,Industrial,RP004,UNKNOWN,2012-03-12,Active,312.6,47703.88,44743.16,+917098295995,customer2357@gmail.com,Conventional,Gas,2023-06-29,22/08/2024,0,3,2012-03-12 06:49:38,2024-01-03 14:21:03
CUST002832,MTR002832,ACC51032864,Residential,RP001,West,2014-08-10,Pending,197.28,30254.96,181.11,+919184441631,customer2832@gmail.com,Smart Meter,ELECTRICITY,2022-09-16,2023-04-06,0,3,2014-08-10 19:21:41,2023-09-02 16:33:04
CUST001644,MTR001644,ACC63266913,RESIDENTIAL,RP005,West,2010-08-24,Disconnected,89.27,33660.14,128.89,0,customer1644@yahoo.com,Smart Meter,Electricity,2024-06-03,9999-12-31,1,4,2010-08-24 21:58:22,
CUST002224,MTR002224,ACC96318125,Residential,RP001,South,2014-12-27,Active,46.91,4412.46,135.87,+919279276889,customer2224@yahoo.com,AMI,Water,2022-11-02,2024-01-04,0,1,2014-12-27 11:41:01,2022-08-05 16:38:34
CUST003243,MTR003243,ACC17645400,Street Lighting,RP003,Central,2020-10-13,Active,415.43,28932.44,57.23,+918831129177,customer3243@gmail.com,Smart Meter,Electricity,2022-08-23,2023-02-01,0,1,2020-10-13 11:32:43,2023-09-28 18:21:35
CUST001358,MTR001358,ACC90106451,Residential,RP003,Central,2018-09-26,Active,387.76,33235.78,291.54,0,customer1358@yahoo.com,Smart Meter,Electricity,2022-11-15,2023-11-30,0,1,2018-09-26 18:29:21,2022-10-05 06:14:38
CUST003959,MTR003959,ACC92636138,Residential,RP006,West,2010-11-08,Active,461.24,21127.19,202.04,+917255123365,customer3959@yahoo.com,Smart Meter,Gas,2022-04-27,2023-11-15,0,3,2010-11-08 15:18:23,2024-02-18 16:35:17
CUST000967,MTR000967,ACC95044761,Residential,,West,2017-11-10,Active,221.22,,228.87,+919014966134,customer967@gmail.com,Prepaid,Gas,,2023-04-18,0,4,2017-11-10 09:46:35,2024-08-03 13:33:52
CUST001335,MTR001335,ACC79428015,Commercial,RP006,North,2019-11-12,Active,475.49,5670.53,543.33,+918149489011,customer1335@gmail.com,Smart Meter,Electricity,2023-07-28,2024-04-17,0,2,2019-11-12 20:08:46,2022-11-20 08:09:51
CUST002452,MTR002452,ACC24799089,Residential,RP004,West,2012-12-31,Disconnected,32.17,5774.17,344.87,+917677178614,customer2452@gmail.com,AMR,Electricity,2024-09-17,9999-12-31,1,3,2012-12-31 13:31:58,2024-05-02 05:51:49
CUST003615,MTR003615,ACC77887895,Commercial,RP003,North,2018-10-23,Active,1.91,27951.77,4955.01,+917549736225,customer3615@yahoo.com,Smart Meter,Electricity,2022-07-12,2023-12-17,0,1,2018-10-23 09:36:21,2022-05-05 17:12:26
CUST003036,MTR003036,ACC80510823,Residential,RP004,West,2019-07-20,Active,438.16,8049.74,261.06,+917539147398,-,Conventional,Electricity,2023-07-03,2023-11-06,0,4,2019-07-20 10:31:28,2024-07-19 19:48:17
CUST002999,MTR002999,ACC55910285,Industrial,RP006,South,2012-03-31,Active,35.98,41902.24,49217.63,+917840883893,customer2999@gmail.com,Conventional,Gas,2023-11-20,9999-12-31,1,1,2012-03-31 16:06:22,2022-09-25 07:12:48
CUST000673,MTR000673,ACC29535256,Residential,RP005,East,2019-04-08,Active,251.15,36693.7,277.52,+918280993595,customer673@yahoo.com,Conventional,Water,2023-12-11,2024-03-12,0,3,2019-04-08 11:52:25,2024-12-21 20:34:53
CUST000711,MTR000711,ACC24533734,Residential,RP005,North,2015-10-24,Disconnected,30.27,29466.81,311.77,+919476960814,,prepaid,Electricity,2022-02-22,2023-08-04,0,2,2015-10-24 00:35:33,2023-11-17 19:47:59
CUST001698,MTR001698,ACC32669885,Residential,RP004,West,2010-07-10,Suspended,1.56,23332.47,362.67,0,,AMR,Electricity,2023-04-24,2024-03-31,0,4,,
CUST002377,MTR002377,ACC50842535,Industrial,RP005,South,2018-08-14,Active,158.17,37089.67,39971.34,,customer2377@yahoo.com,Smart Meter,Electricity,2024-06-08,2024-10-29,0,2,2018-08-14 11:12:22,2024-01-14 17:25:08
CUST003603,MTR003603,ACC58205228,Commercial,RP002,East,2014-02-04,Active,230.52,27402.65,4431.4,+918836358853,customer3603@yahoo.com,AMR,Water,2023-06-04,2024-10-12,0,2,2014-02-04 11:24:18,2023-05-05 07:43:13
CUST002477,MTR002477,ACC54872620,Commercial,RP001,Central,2011-03-24,Active,,46098.18,1030.07,,customer2477@gmail.com,AMR,Electricity,2023-10-02,2024-12-12,0,3,2011-03-24 20:25:34,2022-04-29 21:56:56
CUST003340,MTR003340,ACC24838094,Residential,RP003,Central,2021-08-04,Active,417.74,45074.74,127.85,+919272423717,customer3340@gmail.com,Smart Meter,Electricity,,2024-02-12,0,1,2021-08-04 18:10:52,2023-02-08 09:11:39
CUST003311,MTR003311,ACC79871669,Industrial,RP001,Central,2012-01-04,Suspended,326.76,28573.17,20062.71,+919978085018,customer3311@gmail.com,Smart Meter,Gas,2024-03-22,9999-12-31,1,2,2012-01-04 07:33:53,2022-12-25 18:25:19
CUST002605,MTR002605,ACC54132446,Residential,RP002,North,2018-02-12,Active,301.22,6223.45,221.94,+918623585681,0,Smart Meter,Gas,2024-07-10,9999-12-31,1,3,2018-02-12 00:45:17,2023-11-18 19:05:22
CUST002939,MTR002939,ACC55043701,Commercial,RP004,Central,2013-05-19,Active,281.92,12045.35,4816.66,+918336899070,customer2939@yahoo.com,Conventional,Electricity,2022-12-26,13/04/2024,0,2,,2023-09-29 09:07:12
CUST004479,MTR004479,ACC25083735,Commercial,RP002,,,Active,388.51,41560.9,4420.08,+918841942167,customer4479@gmail.com,AMR,Electricity,2023-08-18,2024-12-13,0,3,2017-12-16 08:25:13,2022-11-28 03:06:37
CUST004468,MTR004468,ACC45637304,Residential,RP002,South,2017-01-18,Active,202.62,28788.48,185.95,+917440068200,customer4468@yahoo.com,Conventional,Gas,2022-05-26,2022-12-15,0,2,,2024-02-05 06:04:29
CUST000784,MTR000784,ACC79229024,Residential,RP003,West,2017-12-19,Active,266.8,37837.79,301.87,+919974996632,customer784@gmail.com,Conventional,Gas,2022-02-16,2023/06/24,0,1,2017-12-19 15:09:16,2022-05-24 12:34:42
CUST002004,MTR002004,ACC64611440,Agricultural,RP001,East,2012-02-20,Suspended,300.44,31437.28,1204.75,+917455973349,customer2004@yahoo.com,Smart Meter,Electricity,2024-06-18,9999-12-31,1,3,2012-02-20 03:27:09,2022-02-23 12:01:27
CUST002194,MTR002194,ACC74246864,Residential,RP002,West,2010-01-17,,311.98,38812.39,269.52,+918343386023,customer2194@gmail.com,AMI,Electricity,2024-10-15,9999-12-31,1,3,,2024-11-19 15:49:47
CUST003662,MTR003662,ACC93136364,Residential,RP003,West,2013-11-22,Active,317.45,19033.76,352.34,+918443983565,customer3662@gmail.com,Smart Meter,Water,2024-06-20,9999-12-31,1,1,2013-11-22 10:59:16,2022-09-25 03:20:52
CUST000419,MTR000419,ACC37361120,residential,RP001,Central,2018-06-25,Active,381.58,20426.66,392.56,+918013175980,customer419@gmail.com,AMR,,2022-09-29,2023-06-18,0,2,,2023-06-25 10:59:12
CUST004140,MTR004140,ACC45108189,Residential,RP006,East,,Active,240.56,23317.79,340.58,+917976812255,customer4140@gmail.com,AMR,Electricity,2023-09-26,2024-01-10,0,3,,2023-10-06 18:52:53
CUST000970,MTR000970,ACC45056578,Residential,RP001,West,2014-10-13,Active,406.88,48372.26,193.44,+917035334824,customer970@gmail.com,AMR,,2023-04-24,2024-11-24,0,1,2014-10-13 18:17:24,2024-10-05 22:10:57
CUST002384,MTR002384,ACC80988562,0,RP004,South,2014-06-11,Active,353.0,17767.51,210.42,+918555211409,customer2384@yahoo.com,AMR,Electricity,2024-05-22,2024-09-09,0,3,2014-06-11 23:19:04,2023-02-01 20:56:44
